Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm)
23861,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4468,679,8,7,2000
24368,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4167,727,8,7,2000
24886,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4294,826,8,7,2000
25392,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4399,756,8,7,2000
25903,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4140,430,8,7,2000
26404,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4475,598,8,7,2000
26912,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4160,603,8,7,2000
27415,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4014,646,8,7,2000
27931,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4233,614,8,7,2000
28440,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4175,630,8,7,2000
28947,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4419,584,8,7,2000
29459,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3962,657,8,7,2000
29962,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4475,653,8,7,2000
30468,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4526,612,8,7,2000
30981,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4380,683,8,7,2000
31486,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4248,768,8,7,2000
32000,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4189,680,8,7,2000
32504,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4138,508,8,7,2000
33014,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4255,681,8,7,2000
33516,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4043,542,8,7,2000
34039,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4138,601,8,7,2000
34540,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4411,720,8,7,2000
35047,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4431,663,8,7,2000
35563,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4233,895,8,5,2000
36064,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3662,105,8,3,2000
36565,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4226,633,8,7,2000
37080,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4184,604,8,7,2000
37584,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4321,487,8,7,2000
38093,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4411,558,8,7,2000
38608,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4182,554,8,7,2000
39114,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4257,664,8,7,2000
39622,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4147,702,8,7,2000
40135,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4035,507,8,7,2000
40643,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4167,691,8,7,2000
41146,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4367,677,8,7,2000
41656,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4072,565,8,7,2000
42160,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4489,774,8,7,2000
42671,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4543,724,8,7,2000
43180,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4321,657,8,7,2000
43691,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4228,662,8,7,2000
44200,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4389,504,8,7,2000
44704,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4321,605,8,7,2000
45218,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3918,574,8,7,2000
45723,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4367,655,8,7,2000
46232,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4255,657,8,7,2000
46738,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4416,724,8,7,2000
47243,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3935,418,8,7,2000
47759,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4426,524,8,7,2000
48270,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4175,684,8,7,2000
48772,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4214,753,8,7,2000
49269,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3979,302,8,7,2000
49794,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4211,774,8,7,2000
50307,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3781,228,8,7,2000
50814,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3811,229,8,7,2000
51327,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4211,642,8,7,2000
51835,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4204,705,8,7,2000
52345,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4189,715,8,7,2000
52849,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3991,518,8,7,2000
53360,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4082,640,8,7,2000
53868,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4199,847,8,7,2000
54376,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4065,431,8,7,2000
54883,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4204,713,8,7,2000
55395,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4133,641,8,7,2000
55907,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3769,280,8,7,2000
56419,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5088,969,8,7,2000
56935,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4692,175,8,7,2000
57433,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4243,612,8,7,2000
57939,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4350,802,8,7,2000
58452,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4440,750,8,7,2000
58960,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3745,231,8,7,2000
59471,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3991,649,8,7,2000
59982,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4306,579,8,7,2000
60487,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4321,763,8,7,2000
60997,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4360,656,8,7,2000
61504,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4585,775,8,7,2000
62017,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3999,787,8,7,2000
62525,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4152,605,8,7,2000
63034,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3999,656,8,7,2000
63540,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3872,355,8,7,2000
64054,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4233,549,8,7,2000
64546,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4533,770,8,7,2000
65072,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3969,694,8,7,2000
65580,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4240,686,8,7,2000
66088,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4387,667,8,7,2000
66596,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4123,634,8,7,2000
67105,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4651,627,8,7,2000
67612,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4104,846,8,7,2000
68126,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4079,675,8,7,2000
68640,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4065,685,8,7,2000
69145,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3977,504,8,7,2000
69655,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4101,671,8,7,2000
70160,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4079,633,8,7,2000
70656,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4431,682,8,7,2000
71184,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4570,855,8,7,2000
71690,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4331,673,8,7,2000
72197,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4038,595,8,7,2000
72704,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3977,567,8,7,2000
73210,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4272,676,8,7,2000
73730,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4197,721,8,7,2000
74248,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4174,667,8,7,2000
74752,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4133,593,8,7,2000
75265,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4411,705,8,7,2000
75777,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4265,657,8,7,2000
76303,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4138,580,8,7,2000
76799,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4731,1047,8,7,2000
77311,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4011,479,8,7,2000
77811,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4140,818,8,7,2000
78322,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4365,672,8,7,2000
78826,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4109,612,8,7,2000
79340,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4057,643,8,7,2000
79853,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4360,613,8,7,2000
80357,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3889,598,8,7,2000
80864,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4270,593,8,7,2000
81374,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4477,800,8,7,2000
81881,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3972,624,8,7,2000
82389,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4045,563,8,7,2000
82899,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4023,602,8,7,2000
83408,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4448,811,8,7,2000
83916,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4287,668,8,7,2000
84422,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4050,653,8,7,2000
84934,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4284,732,8,7,2000
85444,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4323,666,8,7,2000
85953,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4272,687,8,7,2000
86460,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4541,583,8,7,2000
86973,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4057,678,8,7,2000
87479,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4404,654,8,7,2000
87987,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4131,537,8,7,2000
88500,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4387,702,8,7,2000
89014,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3627,175,8,4,2000
89524,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4343,791,8,7,2000
90029,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3823,323,8,7,2000
90544,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3935,570,8,7,2000
91048,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4177,698,8,7,2000
91557,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4211,704,8,7,2000
92060,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4131,682,8,7,2000
92567,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3879,348,8,7,2000
93085,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4226,655,8,7,2000
93592,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5087,991,8,7,2000
94104,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4140,596,8,7,2000
94589,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4255,701,8,7,2000
95121,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4013,577,8,7,2000
95628,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4108,681,8,7,2000
96140,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4360,616,8,7,2000
96645,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4306,738,8,7,2000
97151,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4189,738,8,7,2000
97667,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4160,633,8,7,2000
98175,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4125,670,8,7,2000
98688,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3984,751,8,7,2000
99195,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4072,642,8,7,2000
99702,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3999,714,8,7,2000
100211,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4250,737,8,7,2000
100723,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4096,594,8,7,2000
101233,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4079,645,8,7,2000
101744,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4218,759,8,7,2000
102249,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4306,769,8,7,2000
102759,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3872,312,8,7,2000
103270,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4043,600,8,7,2000
103789,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3784,98,8,6,2000
104285,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4236,777,8,7,2000
104801,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4419,729,8,7,2000
105820,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3970,0,8,1,2000
106326,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3540,117,8,4,2000
106837,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4006,682,8,7,2000
107345,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4336,685,8,7,2000
107851,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4030,572,8,7,2000
108359,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4162,664,8,7,2000
108867,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4345,768,8,7,2000
109380,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4394,641,8,7,2000
109871,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4131,523,8,7,2000
110400,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4365,808,8,7,2000
110903,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3940,544,8,7,2000
111415,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4174,629,8,7,2000
111925,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4145,652,8,7,2000
112439,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4243,610,8,7,2000
112947,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4353,759,8,7,2000
113458,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4089,697,8,7,2000
113970,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4245,706,8,7,2000
114471,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4358,640,8,7,2000
114981,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3789,262,8,7,2000
115489,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4160,594,8,7,2000
115999,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4145,603,8,7,2000
116505,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,3977,639,8,7,2000
117017,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4277,810,8,7,2000
117527,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4309,706,8,7,2000
118036,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4079,692,8,7,2000
118545,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4570,694,8,7,2000
119058,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4323,824,8,7,2000
119569,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4204,636,8,7,2000
0,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5102,731,8,7,3000
504,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5061,643,8,7,3000
1012,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4907,646,8,7,3000
1519,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4931,617,8,7,3000
2012,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4917,589,8,7,3000
2531,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4822,574,8,7,3000
3032,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5114,702,8,7,3000
3539,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4988,499,8,7,3000
4045,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5007,560,8,7,3000
4557,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4729,491,8,7,3000
5073,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5322,752,8,7,3000
5573,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4827,664,8,7,3000
6083,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5070,685,8,7,3000
6584,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4643,567,8,7,3000
7090,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4900,673,8,7,3000
7600,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5024,713,8,7,3000
8108,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5239,362,8,7,3000
8619,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5119,654,8,7,3000
9126,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4804,797,8,7,3000
9635,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4770,537,8,7,3000
10139,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4716,530,8,7,3000
10650,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4829,541,8,7,3000
11157,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4951,700,8,7,3000
11666,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5019,670,8,7,3000
12160,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4973,553,8,7,3000
12661,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4758,603,8,7,3000
13171,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5043,641,8,7,3000
13678,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4970,533,8,7,3000
14181,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4977,838,8,7,3000
14715,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4008,0,8,2,3000
15227,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4838,651,8,5,3000
16228,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5149,635,8,7,3000
16736,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4851,696,8,7,3000
17242,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5046,650,8,7,3000
17753,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5002,552,8,7,3000
18257,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4870,724,8,7,3000
18765,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4792,603,8,7,3000
19277,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4719,450,8,7,3000
19784,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5039,587,8,7,3000
20296,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4987,783,8,7,3000
20806,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4995,671,8,7,3000
21312,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5173,659,8,7,3000
21821,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5141,595,8,7,3000
22332,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4841,664,8,7,3000
22838,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4790,486,8,7,3000
23345,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4951,636,8,7,3000
23854,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4987,672,8,7,3000
24865,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4233,0,8,1,3000
25363,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5188,729,8,7,3000
25878,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4792,454,8,7,3000
26386,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4902,604,8,7,3000
26897,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4836,715,8,7,3000
27395,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4997,821,8,7,3000
27920,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4765,426,8,7,3000
28431,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5153,823,8,7,3000
28928,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5056,502,8,7,3000
29455,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4682,526,8,7,3000
29952,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4748,617,8,7,3000
30456,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5068,697,8,7,3000
30975,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4931,636,8,7,3000
31475,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4848,483,8,7,3000
31975,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5185,587,8,7,3000
32489,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4643,438,8,7,3000
33003,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4858,478,8,7,3000
33514,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4944,751,8,7,3000
34011,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4663,546,8,7,3000
34528,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4848,515,8,7,3000
35029,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5010,557,8,7,3000
35536,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4797,605,8,7,3000
36052,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4990,605,8,7,3000
36555,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4748,661,8,7,3000
37065,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5085,480,8,7,3000
37580,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5061,657,8,7,3000
38097,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4565,493,8,7,3000
38592,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4973,729,8,7,3000
39101,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5149,685,8,7,3000
39616,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5193,623,8,7,3000
40124,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4797,606,8,7,3000
40633,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4804,498,8,7,3000
41147,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4951,686,8,7,3000
41656,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5078,597,8,7,3000
42160,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5522,1091,8,7,3000
42670,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4753,516,8,7,3000
43182,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4826,482,8,7,3000
43694,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4724,537,8,7,3000
44201,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5136,723,8,7,3000
44712,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5141,591,8,6,3000
45224,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4860,459,8,7,3000
45737,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4853,597,8,7,3000
46245,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4721,542,8,7,3000
46747,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5444,408,8,7,3000
47254,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5151,590,8,7,3000
47761,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4790,474,8,7,3000
48275,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4807,710,8,7,3000
48783,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4731,504,8,7,3000
49294,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5009,715,8,7,3000
49803,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5144,673,8,7,3000
50306,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,5244,715,8,7,3000
50820,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4907,636,8,7,3000
51330,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4790,432,8,7,3000
51819,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4587,498,8,7,3000
52344,XiaomiM2007J3SG,12,bc:df:58:b8:ef:6f,0,4633,526,8,7,3000
