Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm),Orientation
10515,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3237,827,8,7,500,2
10639,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2632,133,8,7,500,2
10739,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3159,813,8,7,500,2
10844,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3071,908,8,7,500,2
10962,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2944,36,8,7,500,2
11086,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2758,1023,8,7,500,2
11202,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3652,131,8,7,500,2
11328,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,90,8,7,500,2
11457,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3559,795,8,7,500,2
11582,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,288,8,7,500,2
11709,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3486,160,8,7,500,2
11829,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,146,8,7,500,2
11952,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,240,8,7,500,2
12081,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2954,236,8,7,500,2
12210,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2094,136,8,7,500,2
12330,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2182,122,8,7,500,2
12462,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3217,264,8,7,500,2
12589,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,1112,8,7,500,2
12710,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,932,8,7,500,2
12822,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2221,206,8,7,500,2
12929,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,1035,8,7,500,2
13036,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3022,117,8,7,500,2
13158,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2788,933,8,7,500,2
13289,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2837,160,8,7,500,2
13417,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3159,277,8,7,500,2
13536,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,1105,8,7,500,2
13656,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2944,264,8,7,500,2
13786,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3135,495,8,7,500,2
13907,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3520,516,8,7,500,2
14033,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3100,757,8,7,500,2
14161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,249,8,7,500,2
14285,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,156,8,7,500,2
14398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2114,166,8,7,500,2
14518,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2554,145,8,7,500,2
14642,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2827,615,8,7,500,2
14769,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2690,222,8,7,500,2
14885,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2778,346,8,7,500,2
14989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3052,87,8,7,500,2
15092,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3237,233,8,7,500,2
15213,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3091,223,8,7,500,2
15336,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,214,8,7,500,2
15454,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2778,187,8,7,500,2
15566,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,126,8,7,500,2
15684,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3520,774,8,7,500,2
15807,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,147,8,7,500,2
15924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3293,678,8,7,500,2
16033,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2978,590,8,7,500,2
16159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3247,1093,8,7,500,2
16282,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3051,1065,8,7,500,2
16412,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2280,96,8,7,500,2
16521,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3061,243,8,7,500,2
16642,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3003,145,8,7,500,2
16758,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2592,157,8,7,500,2
16875,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2710,168,8,7,500,2
16988,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3169,237,8,7,500,2
17109,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3393,148,8,7,500,2
17226,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3271,623,8,7,500,2
17347,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3076,1006,8,7,500,2
17462,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3022,982,8,7,500,2
17575,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3091,173,8,7,500,2
17709,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3071,985,8,7,500,2
17831,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3335,610,8,7,500,2
17952,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2304,102,8,7,500,2
18065,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2905,206,8,7,500,2
18182,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,109,8,7,500,2
18300,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2983,967,8,7,500,2
18409,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3200,550,8,7,500,2
18541,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,175,8,7,500,2
18670,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,196,8,7,500,2
18784,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3476,512,8,7,500,2
18905,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3344,741,8,7,500,2
19015,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3413,675,8,7,500,2
19130,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2807,254,8,7,500,2
19260,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,236,8,7,500,2
19389,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3403,1318,8,7,500,2
19502,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2954,121,8,7,500,2
19625,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3235,416,8,7,500,2
19743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3647,207,8,7,500,2
19870,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3003,151,8,7,500,2
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2592,699,8,7,500,3
64,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1801,172,8,7,500,3
242,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2758,742,8,7,500,3
356,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2759,684,8,7,500,3
467,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2253,404,8,7,500,3
562,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1987,1237,8,7,500,3
664,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2365,708,8,7,500,3
768,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2781,556,8,7,500,3
902,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,449,8,7,500,3
1028,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,767,8,7,500,3
1152,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2131,587,8,7,500,3
1265,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2175,648,8,7,500,3
1380,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2004,440,8,7,500,3
1490,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2715,571,8,7,500,3
1598,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2131,529,8,7,500,3
1726,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2439,813,8,7,500,3
1851,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1924,43,8,7,500,3
1968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2490,663,8,7,500,3
2094,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2781,693,8,7,500,3
2226,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2348,487,8,7,500,3
2355,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1875,220,8,7,500,3
2471,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2373,706,8,7,500,3
2586,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,730,8,7,500,3
2699,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2182,438,8,7,500,3
2817,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2329,697,8,7,500,3
2937,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,728,8,7,500,3
3056,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1975,325,8,7,500,3
3172,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2226,596,8,7,500,3
3286,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2363,606,8,7,500,3
3407,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,714,8,7,500,3
3512,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2146,403,8,7,500,3
3621,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1484,103,8,7,500,3
3739,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2695,677,8,7,500,3
3857,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2160,453,8,7,500,3
3975,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,430,8,7,500,3
4094,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2568,687,8,7,500,3
4204,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,439,8,7,500,3
4328,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2182,831,8,7,500,3
4439,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1821,366,8,7,500,3
4554,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2619,706,8,7,500,3
4666,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,692,8,7,500,3
4764,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2744,776,8,7,500,3
4875,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,932,8,7,500,3
5002,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,709,8,7,500,3
5128,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,242,8,7,500,3
5247,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1909,167,8,7,500,3
5366,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1958,308,8,7,500,3
5482,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1987,299,8,7,500,3
5597,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2438,744,8,7,500,3
5708,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2165,522,8,7,500,3
5817,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2600,539,8,7,500,3
5934,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,155,8,7,500,3
6050,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2778,835,8,7,500,3
6173,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1918,86,8,7,500,3
6312,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2165,832,8,7,500,3
6442,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,149,8,7,500,3
6585,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1997,279,8,7,500,3
6804,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,176,8,5,500,3
6940,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1582,46,8,7,500,3
7083,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1586,195,8,7,500,3
7176,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2006,526,8,7,500,3
7315,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2407,181,8,7,500,3
7396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1674,339,8,7,500,3
7484,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1957,908,8,7,500,3
7638,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1984,342,8,7,500,3
7811,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2373,308,8,7,500,3
7969,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1694,159,8,7,500,3
8122,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2465,743,8,7,500,3
8275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2387,566,8,7,500,3
8430,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1752,304,8,7,500,3
8588,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2250,780,8,7,500,3
8678,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2380,525,8,7,500,3
8834,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1870,195,8,7,500,3
8982,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,732,8,7,500,3
9140,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2348,222,8,7,500,3
9293,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1440,111,8,7,500,3
9445,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2109,637,8,7,500,3
9599,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2373,280,8,7,500,3
9752,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,280,8,7,500,3
9909,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1845,278,8,5,500,3
9979,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3374,1003,8,7,500,3
10046,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1948,414,8,7,500,3
10105,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1665,145,8,7,500,3
10161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2797,220,8,7,500,3
10224,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2443,716,8,7,500,3
10284,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,136,8,7,500,3
10343,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1396,14,8,7,500,3
10405,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1430,96,8,7,500,3
10470,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1626,204,8,7,500,3
10533,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2128,520,8,7,500,3
10595,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,554,8,7,500,3
10658,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2710,398,8,7,500,3
10718,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,156,8,7,500,3
10831,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2356,569,8,7,500,3
10940,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,662,8,7,500,3
11051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2189,509,8,7,500,3
11170,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2072,647,8,7,500,3
11280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,239,8,7,500,3
11392,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2280,169,8,7,500,3
11499,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2092,457,8,7,500,3
11623,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1928,131,8,7,500,3
11737,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1821,101,8,7,500,3
11852,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1928,97,8,7,500,3
11971,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2045,241,8,7,500,3
12094,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1928,203,8,7,500,3
12208,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,760,8,7,500,3
12330,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2277,647,8,7,500,3
12446,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2773,593,8,7,500,3
12582,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2424,616,8,7,500,3
12712,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,616,8,7,500,3
12825,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1928,172,8,7,500,3
12940,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2575,571,8,7,500,3
13047,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1989,565,8,7,500,3
13149,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2416,150,8,7,500,3
13252,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1821,240,8,7,500,3
13381,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2426,966,8,7,500,3
13514,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1958,97,8,7,500,3
13634,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2509,682,8,7,500,3
13753,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,118,8,7,500,3
13860,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2092,554,8,7,500,3
13971,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2182,201,8,7,500,3
14092,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1982,528,8,7,500,3
14214,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2466,677,8,7,500,3
14329,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2058,676,8,7,500,3
14450,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1772,157,8,7,500,3
14571,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2693,667,8,7,500,3
14690,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1938,166,8,7,500,3
14821,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,1036,8,7,500,3
14932,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2553,767,8,7,500,3
15052,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1919,145,8,7,500,3
15167,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2055,493,8,7,500,3
15289,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,1084,8,7,500,3
15406,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1870,74,8,7,500,3
15524,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2212,401,8,7,500,3
15640,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2466,567,8,7,500,3
15754,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2453,585,8,7,500,3
15877,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2209,585,8,7,500,3
15981,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1953,550,8,7,500,3
16108,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2778,133,8,7,500,3
16228,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,522,8,7,500,3
16356,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2241,314,8,7,500,3
16474,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2278,247,8,7,500,3
16595,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2143,539,8,7,500,3
16710,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2649,706,8,7,500,3
16830,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2380,570,8,7,500,3
16945,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1762,49,8,7,500,3
17064,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2212,96,8,7,500,3
17173,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2297,568,8,7,500,3
17302,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2385,479,8,7,500,3
17428,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,526,8,7,500,3
17550,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2221,335,8,7,500,3
17670,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2429,662,8,7,500,3
17792,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2505,241,8,7,500,3
17911,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2795,761,8,7,500,3
18022,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2553,796,8,7,500,3
18149,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2055,243,8,7,500,3
18267,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2602,718,8,7,500,3
18386,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2080,568,8,7,500,3
18503,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1860,121,8,7,500,3
18616,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2407,481,8,7,500,3
18731,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2619,501,8,7,500,3
18848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2192,206,8,7,500,3
18966,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2739,706,8,7,500,3
19088,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2085,483,8,7,500,3
19202,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,599,8,7,500,3
19318,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2444,568,8,7,500,3
19438,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2451,640,8,7,500,3
19555,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2019,555,8,7,500,3
19671,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2065,300,8,7,500,3
19787,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2614,369,8,7,500,3
19902,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2592,664,8,7,500,3
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2055,279,8,7,500,4
215,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,259,8,7,500,4
322,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1743,87,8,7,500,4
427,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2363,160,8,7,500,4
530,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,845,8,7,500,4
632,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,248,8,7,500,4
749,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,717,8,7,500,4
858,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1967,172,8,7,500,4
976,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2959,627,8,7,500,4
1098,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1704,88,8,7,500,4
1228,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2482,491,8,7,500,4
1345,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1704,241,8,7,500,4
1472,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2104,1229,8,7,500,4
1580,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,85,8,7,500,4
1691,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2387,1097,8,7,500,4
1821,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2729,668,8,7,500,4
1934,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,109,8,7,500,4
