Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm)
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2692,631,8,7,1000
59,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4794,78,8,7,1000
197,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2443,416,8,7,1000
305,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2817,637,8,7,1000
414,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2573,319,8,7,1000
511,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2868,627,8,7,1000
617,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3088,716,8,7,1000
726,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2319,85,8,7,1000
846,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2924,659,8,7,1000
955,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3000,604,8,7,1000
1076,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2846,781,8,7,1000
1190,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2514,227,8,7,1000
1307,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2871,516,8,7,1000
1427,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,575,8,7,1000
1542,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2514,524,8,7,1000
1656,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3315,207,8,7,1000
1781,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2553,592,8,7,1000
1888,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2817,441,8,7,1000
2013,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2861,572,8,7,1000
2123,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2885,192,8,7,1000
2243,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2890,474,8,7,1000
2357,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,84,8,7,1000
2475,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2885,83,8,7,1000
2590,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3000,647,8,7,1000
2715,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2573,194,8,7,1000
2824,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2934,179,8,7,1000
2945,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2585,557,8,7,1000
3057,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2737,542,8,7,1000
3174,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2929,659,8,7,1000
3300,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2641,787,8,7,1000
3412,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2571,691,8,7,1000
3522,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2759,469,8,7,1000
3633,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3178,678,8,7,1000
3746,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2568,669,8,7,1000
3866,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4165,146,8,7,1000
3986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2517,343,8,7,1000
4099,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2927,562,8,7,1000
4209,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2981,699,8,7,1000
4318,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,299,8,7,1000
4429,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,458,8,7,1000
4543,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3340,776,8,7,1000
4651,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2622,535,8,7,1000
4768,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2619,476,8,7,1000
4886,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3171,505,8,7,1000
5001,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,718,8,4,1000
5124,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2810,487,8,7,1000
5272,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2729,462,8,6,1000
5352,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3176,681,8,7,1000
5501,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,316,8,6,1000
5589,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2485,59,8,7,1000
5733,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2454,360,8,7,1000
5826,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2744,636,8,7,1000
6040,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2505,179,8,7,1000
6193,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,160,8,7,1000
6306,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2861,701,8,7,1000
6459,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3037,639,8,7,1000
6611,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2868,583,8,7,1000
6768,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2514,359,8,7,1000
6924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2883,630,8,7,1000
7036,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3711,131,8,7,1000
7194,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3015,656,8,7,1000
7349,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2798,311,8,7,1000
7503,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,449,8,7,1000
7658,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3161,706,8,7,1000
7813,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2798,635,8,7,1000
7970,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,164,8,7,1000
8125,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3061,628,8,7,1000
8283,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2739,664,8,5,1000
8344,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3794,755,8,7,1000
8407,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2414,384,8,7,1000
8466,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1762,757,8,7,1000
8529,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2509,679,8,7,1000
8591,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2453,747,8,7,1000
8653,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2790,614,8,7,1000
8714,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2422,43,8,7,1000
8775,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,464,8,7,1000
8836,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2436,168,8,7,1000
8900,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2964,87,8,7,1000
8961,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,119,8,7,1000
9023,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2575,448,8,7,1000
9084,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,464,8,7,1000
9146,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4018,1278,8,7,1000
9275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2812,626,8,7,1000
9385,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2719,99,8,7,1000
9506,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,181,8,7,1000
9619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2934,558,8,7,1000
9743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3037,618,8,7,1000
9852,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,636,8,7,1000
9973,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2673,539,8,7,1000
10089,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2934,557,8,7,1000
10207,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3073,718,8,7,1000
10327,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,443,8,7,1000
10438,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3281,748,8,7,1000
10561,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2592,118,8,7,1000
10674,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3110,181,8,7,1000
10795,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3220,570,8,7,1000
10913,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2878,547,8,7,1000
11026,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2942,498,8,7,1000
11141,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2656,190,8,7,1000
11251,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2636,454,8,7,1000
11362,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2820,517,8,7,1000
11476,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2788,258,8,7,1000
11599,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2641,626,8,7,1000
11712,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2942,421,8,7,1000
11837,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2905,616,8,7,1000
11968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2854,463,8,7,1000
12085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2839,538,8,7,1000
12204,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,543,8,7,1000
12324,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,935,8,7,1000
12456,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3030,670,8,7,1000
12575,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3088,705,8,7,1000
12679,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3132,810,8,7,1000
12787,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2673,481,8,7,1000
12895,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3227,541,8,7,1000
13013,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3022,637,8,7,1000
13136,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2729,544,8,7,1000
13250,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3169,646,8,7,1000
13369,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2739,99,8,7,1000
13482,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2827,251,8,7,1000
13613,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,595,8,7,1000
13735,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2954,367,8,7,1000
13864,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2949,384,8,7,1000
13998,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2832,538,8,7,1000
14135,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2707,600,8,7,1000
14258,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2827,242,8,7,1000
14376,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,109,8,7,1000
14484,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3017,556,8,7,1000
14584,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2754,689,8,7,1000
14702,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,480,8,7,1000
14819,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3169,126,8,7,1000
14944,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,722,8,7,1000
15057,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2895,111,8,7,1000
15181,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2964,551,8,7,1000
15294,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2949,570,8,7,1000
15407,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3381,618,8,7,1000
15526,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3081,551,8,7,1000
15642,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,99,8,7,1000
15763,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,18650,16233,8,6,1000
15881,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2732,624,8,7,1000
15992,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2925,218,8,7,1000
16119,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2710,510,8,7,1000
16251,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3501,644,8,7,1000
16364,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2690,411,8,7,1000
16489,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2827,569,8,7,1000
16616,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2954,146,8,7,1000
16733,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3088,566,8,7,1000
16852,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2839,729,8,7,1000
16970,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2834,556,8,7,1000
17085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2251,236,8,7,1000
17209,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2807,138,8,7,1000
17339,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2631,93,8,7,1000
17451,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2966,754,8,7,1000
17571,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,558,8,7,1000
17691,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,432,8,7,1000
17804,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,87,8,7,1000
17921,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2649,615,8,7,1000
18042,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,90,8,7,1000
18159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2978,769,8,7,1000
18271,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2986,452,8,7,1000
18394,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2519,490,8,7,1000
18507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2942,574,8,7,1000
18623,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2710,206,8,7,1000
18743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2737,595,8,7,1000
18858,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2893,676,8,7,1000
18971,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2885,615,8,7,1000
19100,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2905,660,8,7,1000
19230,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2832,406,8,7,1000
19365,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,559,8,7,1000
19496,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2663,609,8,7,1000
19608,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2649,322,8,7,1000
19727,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3227,725,8,7,1000
19840,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2768,512,8,7,1000
19957,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3315,29,8,7,1000
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5146,1407,8,7,2000
59,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3230,649,8,7,2000
191,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3843,513,8,7,2000
299,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3703,682,8,7,2000
415,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4216,713,8,7,2000
515,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4070,575,8,7,2000
614,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4370,682,8,7,2000
727,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4065,667,8,7,2000
829,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4150,713,8,7,2000
949,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4135,654,8,7,2000
1077,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3747,625,8,7,2000
1197,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4121,493,8,7,2000
1325,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4480,543,8,7,2000
1442,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4167,483,8,7,2000
1560,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4174,843,8,7,2000
1673,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4057,577,8,7,2000
1798,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4218,456,8,7,2000
1939,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4384,563,8,7,2000
2057,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3916,550,8,7,2000
2179,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4216,714,8,7,2000
2313,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3979,359,8,7,2000
2421,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3762,624,8,7,2000
2546,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4135,612,8,7,2000
2663,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4245,544,8,7,2000
2787,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3838,459,8,7,2000
2921,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4077,557,8,7,2000
3051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3733,489,8,7,2000
3175,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4392,718,8,7,2000
3301,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4233,592,8,7,2000
3403,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4048,475,8,7,2000
3511,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4055,606,8,7,2000
3643,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3803,387,8,7,2000
3766,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4131,632,8,7,2000
3886,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4101,653,8,7,2000
4001,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3711,476,8,7,2000
4119,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4355,839,8,7,2000
4239,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4477,279,8,7,2000
4374,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4038,738,8,5,2000
4461,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3964,586,8,7,2000
4570,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4514,145,8,7,2000
4724,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3662,191,8,6,2000
4802,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4008,193,8,7,2000
4947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3921,588,8,5,2000
5030,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3933,647,8,7,2000
5170,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4043,582,8,7,2000
5320,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3772,814,8,7,2000
5470,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4233,637,8,7,2000
5616,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3808,679,8,7,2000
5775,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3955,773,8,7,2000
5924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3779,659,8,7,2000
6081,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4350,745,8,7,2000
6234,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4094,507,8,7,2000
6347,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4126,241,8,7,2000
6494,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4094,510,8,7,2000
6654,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4035,827,8,7,2000
6808,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4196,512,8,7,2000
6961,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4094,691,8,7,2000
7115,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3779,629,8,7,2000
7268,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4240,824,8,7,2000
7422,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4018,163,8,7,2000
7579,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4243,719,8,5,2000
7642,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3930,801,8,7,2000
7701,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3523,1280,8,7,2000
7754,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3676,866,8,7,2000
7810,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4094,575,8,7,2000
7871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4839,171,8,7,2000
7933,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3579,465,8,7,2000
7998,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3706,365,8,7,2000
8059,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3896,632,8,7,2000
8122,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4248,560,8,7,2000
8183,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3979,193,8,7,2000
8244,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3816,621,8,7,2000
8303,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3996,510,8,7,2000
8394,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4399,566,8,7,2000
8497,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4050,462,8,7,2000
8601,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3772,592,8,7,2000
8702,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3674,503,8,7,2000
8804,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4057,749,8,7,2000
8907,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4065,550,8,7,2000
9024,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4292,642,8,7,2000
9134,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4128,723,8,7,2000
9259,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4392,624,8,7,2000
9374,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3835,456,8,7,2000
9482,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4128,719,8,7,2000
9583,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4218,572,8,7,2000
9691,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4167,701,8,7,2000
9794,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4377,696,8,7,2000
9898,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4402,760,8,7,2000
10006,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4114,512,8,7,2000
10129,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4043,666,8,7,2000
10234,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4099,638,8,7,2000
10361,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4223,744,8,7,2000
10468,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4155,367,8,7,2000
10585,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4311,559,8,7,2000
10699,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4158,736,8,7,2000
10827,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3960,627,8,7,2000
10947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3816,533,8,7,2000
11056,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4087,750,8,7,2000
11172,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4116,684,8,7,2000
11300,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4189,667,8,7,2000
