Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm)
3644,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4497,561,8,7,2500
3755,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4563,661,8,7,2500
3882,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4311,496,8,7,2500
3999,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4663,726,8,7,2500
4109,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4243,660,8,7,2500
4233,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4699,592,8,7,2500
4344,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4414,644,8,7,2500
4466,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4319,616,8,7,2500
4582,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4721,658,8,7,2500
4695,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4509,474,8,7,2500
4816,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4594,795,8,7,2500
4927,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4721,461,8,7,2500
5042,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4421,332,8,7,2500
5158,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4606,777,8,7,2500
5272,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4270,473,8,7,2500
5397,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4875,681,8,7,2500
5522,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5473,264,8,7,2500
5637,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4663,570,8,7,2500
5753,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4538,590,8,7,2500
5867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4672,561,8,7,2500
5989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4782,628,8,7,2500
6105,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5022,789,8,7,2500
6225,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5014,712,8,7,2500
6339,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4548,681,8,7,2500
6462,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,637,8,7,2500
6590,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4465,544,8,7,2500
6706,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4326,501,8,7,2500
6824,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4707,821,8,7,2500
6943,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4348,437,8,7,2500
7061,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4380,433,8,7,2500
7173,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,481,8,7,2500
7289,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4524,683,8,7,2500
7413,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4599,564,8,7,2500
7529,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4765,581,8,7,2500
7643,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4868,516,8,7,2500
7766,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4467,435,8,7,2500
7892,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5046,843,8,7,2500
8021,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4890,585,8,7,2500
8145,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4450,486,8,7,2500
8268,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4536,398,8,7,2500
8375,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4797,751,8,7,2500
8497,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,525,8,7,2500
8617,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4685,591,8,7,2500
8734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4387,517,8,7,2500
8847,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4497,557,8,7,2500
8962,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4585,523,8,7,2500
9080,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4389,548,8,7,2500
9192,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4848,721,8,7,2500
9307,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4497,721,8,7,2500
9432,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4384,682,8,7,2500
9554,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4590,713,8,7,2500
9680,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,573,8,7,2500
9804,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4590,603,8,7,2500
9915,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4582,631,8,7,2500
10033,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4985,695,8,7,2500
10151,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5141,812,8,7,2500
10255,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4209,401,8,7,2500
10359,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4592,661,8,7,2500
10471,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4282,534,8,7,2500
10582,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4956,664,8,7,2500
10700,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4568,601,8,7,2500
10817,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4223,462,8,7,2500
10934,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4153,467,8,7,2500
11052,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4384,568,8,7,2500
11176,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4392,440,8,7,2500
11297,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4570,495,8,7,2500
11430,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4612,713,8,7,2500
11569,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4692,679,8,7,2500
11689,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4782,570,8,7,2500
11813,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4260,498,8,7,2500
11927,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4524,608,8,7,2500
12044,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4634,682,8,7,2500
12162,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,675,8,7,2500
12273,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4341,652,8,7,2500
12395,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4577,583,8,7,2500
12511,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4743,744,8,7,2500
12622,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4546,771,8,7,2500
12741,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4377,388,8,7,2500
12862,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4296,583,8,7,2500
12977,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4878,409,8,7,2500
13092,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4604,493,8,7,2500
13211,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4663,623,8,7,2500
13337,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4619,571,8,7,2500
13443,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,766,8,7,2500
13571,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4782,598,8,7,2500
13707,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4775,716,8,7,2500
13835,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4275,592,8,7,2500
13942,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4201,436,8,7,2500
14076,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4672,666,8,7,2500
14192,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4585,670,8,7,2500
14312,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4445,598,8,7,2500
14429,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4465,567,8,7,2500
14552,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4787,618,8,7,2500
14675,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4797,510,8,7,2500
14805,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4839,724,8,7,2500
14918,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4296,318,8,7,2500
15037,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4458,564,8,7,2500
15150,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4357,553,8,7,2500
15272,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4555,574,8,7,2500
15440,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4594,565,8,5,2500
15535,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4213,566,8,7,2500
15641,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3930,234,8,6,2500
15720,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4370,585,8,7,2500
15865,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4272,641,8,6,2500
15960,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4516,651,8,6,2500
16085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4267,707,8,7,2500
16224,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4758,613,8,7,2500
16377,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,726,8,7,2500
16528,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4157,653,8,7,2500
16692,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4531,647,8,7,2500
16847,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4555,735,8,7,2500
16998,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4633,625,8,7,2500
17159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4458,624,8,7,2500
17313,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4692,603,8,7,2500
17437,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4392,622,8,7,2500
17590,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4194,335,8,7,2500
17746,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4670,746,8,7,2500
17900,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4465,695,8,7,2500
18052,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4743,577,8,7,2500
18205,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4301,505,8,7,2500
18357,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6196,102,8,7,2500
18509,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4157,328,8,7,2500
18665,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4399,615,8,4,2500
18727,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4524,531,8,7,2500
18801,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4846,649,8,7,2500
18863,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4069,479,8,7,2500
18924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4135,581,8,7,2500
18985,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5666,947,8,7,2500
19046,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6018,992,8,7,2500
19109,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4450,705,8,7,2500
19170,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4516,408,8,7,2500
19234,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4145,511,8,7,2500
19296,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5403,1081,8,7,2500
19354,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4421,648,8,7,2500
19414,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4567,671,8,7,2500
19467,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4333,612,8,7,2500
19527,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4421,423,8,7,2500
19606,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4331,634,8,7,2500
19710,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4795,544,8,7,2500
19811,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4665,788,8,7,2500
19915,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4431,437,8,7,2500
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2485,62,8,7,1500
59,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3022,488,8,7,1500
199,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3528,684,8,7,1500
309,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3352,587,8,7,1500
411,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3647,670,8,7,1500
513,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3462,146,8,7,1500
613,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3354,549,8,7,1500
720,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3423,981,8,7,1500
832,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3413,988,8,7,1500
954,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3933,645,8,7,1500
1068,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3630,675,8,7,1500
1185,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3454,635,8,7,1500
1301,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3742,666,8,7,1500
1411,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3960,709,8,7,1500
1518,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3821,729,8,7,1500
1637,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3615,571,8,7,1500
1750,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3252,501,8,7,1500
1869,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3589,702,8,7,1500
1987,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3659,611,8,7,1500
2104,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3601,644,8,7,1500
2214,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3684,520,8,7,1500
2420,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3164,427,8,7,1500
2545,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3784,510,8,7,1500
2650,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3325,236,8,7,1500
2767,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3564,511,8,7,1500
2871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3335,972,8,7,1500
2986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3403,751,8,7,1500
3105,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3589,464,8,7,1500
3223,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3413,623,8,7,1500
3327,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3393,820,8,7,1500
3441,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3652,517,8,7,1500
3559,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3618,622,8,7,1500
3676,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3569,670,8,7,1500
3795,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3425,680,8,7,1500
3902,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3735,79,8,7,1500
4013,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3813,735,8,7,1500
4128,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3530,904,8,7,1500
4247,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3159,246,8,7,1500
4360,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2925,112,8,7,1500
4476,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3716,878,8,7,1500
4605,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2895,109,8,7,1500
4716,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3169,236,8,7,1500
4833,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2866,179,8,7,1500
4952,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3523,641,8,7,1500
5070,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3418,633,8,7,1500
5186,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3764,253,8,7,1500
5308,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3427,678,8,7,1500
5413,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3630,664,8,7,1500
5532,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2934,151,8,7,1500
5650,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3706,704,8,7,1500
5772,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3567,700,8,7,1500
5889,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3850,699,8,7,1500
6003,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3432,572,8,7,1500
6121,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3491,654,8,7,1500
6248,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3413,1029,8,7,1500
6371,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3667,99,8,7,1500
6485,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2993,120,8,7,1500
6610,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3713,496,8,7,1500
6728,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3100,278,8,7,1500
6848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3432,212,8,7,1500
6959,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3530,676,8,7,1500
7086,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3432,538,8,7,1500
7219,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3911,436,8,7,1500
7355,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3569,691,8,7,1500
7480,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3745,223,8,7,1500
7598,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3557,580,8,7,1500
7716,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3733,674,8,7,1500
7831,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3530,505,8,7,1500
7948,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3256,209,8,7,1500
8070,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3571,664,8,7,1500
8187,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3586,712,8,7,1500
8305,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3806,734,8,7,1500
8426,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3403,592,8,7,1500
8547,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3703,539,8,7,1500
8673,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3376,747,8,7,1500
8768,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3491,678,8,7,1500
8880,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3244,479,8,7,1500
9000,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3345,231,8,7,1500
9116,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3535,662,8,7,1500
9233,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3279,509,8,7,1500
9355,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3315,449,8,7,1500
9463,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2973,92,8,7,1500
9575,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3447,529,8,7,1500
9686,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3242,104,8,7,1500
9799,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3257,259,8,7,1500
9924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3657,1167,8,7,1500
10042,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3569,111,8,7,1500
10150,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3384,517,8,7,1500
10264,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3169,157,8,7,1500
10387,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3403,309,8,7,1500
10505,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3266,1112,8,7,1500
10616,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3520,698,8,7,1500
10744,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3256,295,8,7,1500
10853,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3481,115,8,7,1500
10972,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3247,600,8,7,1500
11101,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3405,619,8,7,1500
11222,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3330,540,8,7,1500
11348,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3159,90,8,7,1500
11465,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3969,579,8,7,1500
11573,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3217,822,8,7,1500
11692,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3540,1146,8,7,1500
11816,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3481,1002,8,7,1500
11933,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3198,252,8,7,1500
12052,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3586,587,8,7,1500
12192,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3061,264,8,7,1500
12309,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3564,622,8,7,1500
12437,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3164,419,8,7,1500
12551,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3188,195,8,7,1500
12656,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3867,631,8,7,1500
12778,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3347,486,8,7,1500
12893,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3930,659,8,7,1500
13012,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3640,734,8,7,1500
13139,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3159,110,8,7,1500
13275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3598,313,8,7,1500
13404,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3425,609,8,7,1500
13511,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3784,1080,8,7,1500
13633,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3618,582,8,7,1500
13757,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3230,475,8,7,1500
13885,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3764,146,8,7,1500
14010,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3647,63,8,7,1500
14149,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2739,204,8,7,1500
14272,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3384,280,8,7,1500
14387,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3557,670,8,7,1500
14503,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3235,423,8,7,1500
14621,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3594,542,8,5,1500
14753,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,87,8,5,1500
14894,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3403,558,8,6,1500
15040,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3462,299,8,7,1500
15139,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2905,299,8,7,1500
15227,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2397,131,8,7,1500
15373,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3198,511,8,7,1500
15472,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3257,322,8,7,1500
