Timestamp,Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Bandwidth,Frequency (MHz)
665331947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8767,670,8,7
665331947,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8484,803,8,7
665331947,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9919,409,8,7
665331946,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,15307,91,8,7
665332180,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,7968,248,8,7
665332180,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,9048,913,8,7
665332179,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9304,393,8,7
665332179,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,14604,103,8,7
665332416,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8266,1458,8,7
665332416,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8271,550,8,7
665332416,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,10270,665,8,7
665332415,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,11428,705,8,7
665332865,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8064,600,8,7
665332865,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8593,719,8,7
665332865,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9685,438,8,7
,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,1,,,,
665333093,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8020,664,8,7
665333093,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8293,640,8,7
,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,1,,,,
665333092,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,10271,517,8,7
665333319,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8041,248,8,7
665333318,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,9179,564,8,7
665333318,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9853,584,8,7
665333318,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,10593,667,8,7
665333552,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8466,695,8,7
665333552,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8235,473,8,7
665333552,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,10461,557,8,7
665333551,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,13579,72,8,7
665333778,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8525,791,8,7
665333778,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8689,877,8,7
665333778,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9809,602,8,7
665333777,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,11059,281,8,7
665334014,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8203,429,8,7
665334014,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8601,578,8,7
665334013,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,10285,524,8,7
665334013,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,9165,625,8,7
665334163,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8415,634,8,7
665334162,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8071,86,8,7
665334162,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,8881,146,8,7
665334161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,9067,73,8,7
665334321,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8227,227,8,7
665334320,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8686,748,8,7
665334320,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9838,422,8,7
665334319,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,9616,674,8,7
665334475,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8003,31,8,7
665334475,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8396,724,8,7
665334474,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9018,146,8,7
665334473,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,9289,543,8,7
665334619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8012,74,8,7
665334619,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8623,421,8,7
665334619,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9506,138,8,7
665334619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:26:29,0,9538,582,8,7
665334771,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,8227,39,8,7
665334770,XiaomiPOCO F2 Pro,12,24:e5:0f:2c:ff:15,0,8188,23,8,7
665334770,XiaomiPOCO F2 Pro,12,24:e5:0f:2d:13:79,0,9536,133,8,7
